CUST_ID	BALANCE	BALANCE_FREQUENCY	PURCHASES	ONEOFF_PURCHASES	INSTALLMENTS_PURCHASES	CASH_ADVANCE	PURCHASES_FREQUENCY	ONEOFF_PURCHASES_FREQUENCY	PURCHASES_INSTALLMENTS_FREQUENCY	CASH_ADVANCE_FREQUENCY	CASH_ADVANCE_TRX	PURCHASES_TRX	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS	PRC_FULL_PAYMENT	TENURE
C10229	9047.621884	1	11188.62	6099.16	5089.46	0	1	0.75	1	0	0	151	10000	11994.41815	8517.258683	0	12
C10230	3061.213971	1	1829.2	1792.7	36.5	0	1	1	0.083333	0	0	17	7000	971.234118	985.954762	0	12
C10231	41.642389	0.857143	75.99	75.99	0	0	0.142857	0.142857	0	0	0	1	2700	69.163384	99.401747	0	7
C10232	5431.622968	1	1824.16	1598.56	225.6	0	1	0.916667	0.75	0	0	23	14500	1508.016452	1370.519926	0	12
C10233	6571.484039	1	9325.22	9325.22	0	0	0.333333	0.333333	0	0	0	5	8500	11036.72668	1824.680131	0	12
C10234	28.461629	1	100	100	0	0	0.083333	0.083333	0	0	0	1	4000	125.769169	104.857518	0	12
C10235	4178.625215	1	1431.89	430.69	1001.2	0	1	0.416667	0.833333	0	0	39	4000	2384.542045	3868.70983	0	12
C10236	3019.019487	1	2260.41	1356.33	904.08	0	0.833333	0.416667	0.75	0	0	25	8500	2187.930651	739.224894	0	12
C10237	1.045584	0.333333	0	0	0	466.643895	0	0	0	0.111111	1	0	1200	1068.581252	25.537	0.5	9
C10238	2723.369217	0.909091	10410.49	1158.84	9251.65	0	0.75	0.666667	0.583333	0	0	41	19500	9695.650901	726.696049	0.363636	12
C10239	1070.999446	1	990.7	482	508.7	0	0.75	0.25	0.583333	0	0	13	1400	505.317328	438.324017	0	12
C10240	279.608696	1	3034.92	0	3034.92	0	1	0	1	0	0	12	2900	2928.909865	2733.317012	0.083333	12
C10241	1255.901821	1	1038.81	1038.81	0	1092.634704	0.916667	0.916667	0	0.083333	1	21	5700	1215.454299	422.331098	0	12
C10242	2229.857287	1	45.65	45.65	0	0	0.083333	0.083333	0	0	0	1	2500	542.7463	628.211031	0	12
C10243	2363.489077	1	2641.98	1386.3	1255.68	263.884743	0.833333	0.666667	0.75	0.083333	1	41	3000	1839.928884	1075.456585	0	12
C10244	4014.388265	1	1189.52	1189.52	0	0	1	1	0	0	0	12	8000	0		0	12
C10245	7623.224897	1	300	0	300	2800.728343	0.5	0	0.416667	0.25	3	6	12000	1975.974183	1774.584333	0	12
C10246	3421.571922	1	126.69	42.88	83.81	154.341344	0.333333	0.083333	0.25	0.083333	1	5	10500	2515.435738	975.504012	0	12
C10247	48.898611	0.545455	247.09	0	247.09	182.357669	0.5	0	0.416667	0.166667	3	7	5500	409.594792	69.921472	0	12
C10248	1874.716289	1	301.1	83	218.1	0	0.583333	0.166667	0.333333	0	0	10	1950	586.974046	1089.040271	0	12
C10249	3215.511032	0.818182	1112.2	1112.2	0	7616.064965	0.25	0.25	0	0.25	4	4	7200	0		0	12
C10250	237.235398	0.636364	2410.07	1670.5	739.57	0	0.5	0.083333	0.333333	0	0	15	4000	3773.727455	169.879335	1	12
C10251	1272.927288	1	5350.19	4783.34	566.85	0	1	1	0.916667	0	0	101	8000	5825.602115	318.305326	0.166667	12
C10252	558.476701	1	630.03	630.03	0	0	0.090909	0.090909	0	0	0	1	5500	426.092563	213.369694	0	11
C10253	2814.207626	1	3197.24	2080.02	1117.22	0	1	0.666667	1	0	0	49	3000	3574.480603	1328.897516	0	12
C10254	8.061012	0.363636	133	0	133	0	0.25	0	0.166667	0	0	3	3000	130.61272	41.436595	0.181818	12
C10255	435.862142	1	1646.16	1023.42	622.74	0	1	0.583333	0.75	0	0	33	12000	1055.835407	236.619362	0	12
C10256	6.390383	1	79.66	0	79.66	0	1	0	1	0	0	12	1500	75.896288	75.967742	0	12
C10257	9612.21512	1	319.92	0	319.92	13439.5704	1	0	1	0.416667	12	12	12000	10993.89211	2501.560923	0	12
C10258	7938.559134	1	3677.52	3543.73	133.79	0	1	1	0.5	0	0	98	12500	2657.856602	1912.298544	0	12
C10259	2344.478291	1	1041.63	1041.63	0	4003.968939	0.25	0.25	0	0.333333	6	14	4000	3033.665478	716.70488	0	12
C10260	996.48222	1	675.96	0	675.96	0	1	0	1	0	0	12	1000	1851.602411	1382.292833	0.083333	12
C10261	19.508047	1	193.14	0	193.14	0	0.416667	0	0.416667	0	0	5	2000	220.46377	71.965063	0.25	12
C10262	185.640313	1	1703.23	1703.23	0	0	1	1	0	0	0	13	11500	1449.039414	183.298253	1	12
C10263	5335.302925	1	0	0	0	468.958688	0	0	0	0.166667	2	0	6000	1350.318606	1249.937085	0	12
C10265	22.189283	0.363636	234.16	0	234.16	0	0.363636	0	0.272727	0	0	4	1500	479.910499	149.977816	0.5	11
C10266	5.871769	0.818182	29.68	29.68	0	0	0.083333	0.083333	0	0	0	1	10000	76.943584	75.595199	0	12
C10267	1049.496471	1	1322.67	1096.71	225.96	774.260436	0.833333	0.75	0.416667	0.25	6	28	11000	802.38543	229.655091	0	12
C10269	5570.190127	1	1607.88	0	1607.88	0	1	0	1	0	0	84	13500	1583.411686	2216.638394	0	12
C10270	1668.591831	1	0	0	0	1716.941235	0	0	0	0.166667	5	0	1800	2166.981163	568.063083	0.083333	12
C10271	2224.590946	0.818182	3183	3183	0	0	0.166667	0.166667	0	0	0	2	9000	3823.346244	629.080506	0	12
C10272	2903.781184	1	3014.23	1340.34	1673.89	103.610197	1	0.833333	1	0.083333	1	93	4500	1350.370286	655.633916	0	12
C10273	2041.480046	1	7323.38	4944.88	2378.5	191.331735	1	0.833333	0.75	0.083333	1	81	3000	3792.095079	1737.893866	0.083333	12
C10274	7755.698607	1	8533.54	4072.76	4460.78	7540.30735	1	0.5	0.833333	0.5	12	72	10000	4758.209146	7256.951816	0	6
C10275	614.263149	0.727273	408.93	74.8	334.13	0	0.5	0.083333	0.5	0	0	10	9000	2161.153147	312.343947	0	12
C10276	8097.334733	1	3999.92	200	3799.92	0	1	0.083333	1	0	0	14	7500	5624.074339	9952.672511	0	12
C10277	1082.33027	1	2980.46	657.78	2322.68	0	1	0.5	1	0	0	50	6000	1116.967993	289.439818	0	12
C10278	2734.66412	1	560.73	560.73	0	0	0.916667	0.916667	0	0	0	11	7500	717.798364	670.049653	0	12
C10279	80.708806	1	569.9	569.9	0	0	0.166667	0.166667	0	0	0	3	9500	634.000055	92.012927	0.083333	12
C10280	2554.525229	1	6186.77	6099.08	87.69	1898.690655	0.916667	0.75	0.25	0.083333	1	38	10950	11198.92613	608.36886	0.083333	12
C10281	535.947221	1	4550.81	3016.98	1533.83	438.469118	1	0.916667	1	0.083333	1	99	8500	4317.191232	208.73456	0.916667	12
C10282	3905.365959	1	150.8	150.8	0	1659.19931	0.166667	0.166667	0	0.416667	5	2	7500	990.524408	989.783286	0	12
C10283	156.278339	1	1385.1	1005.1	380	0	1	0.5	0.75	0	0	21	14000	1280.473571	193.369942	0.833333	12
C10284	5131.319584	1	32539.78	26547.43	5992.35	0	1	1	1	0	0	98	11500	26652.34432	1971.129435	0.083333	12
C10285	5265.763713	1	410.24	44.71	365.53	15452.97758	0.916667	0.083333	0.916667	0.333333	13	21	16500	12005.3074	1055.547896	0.083333	12
C10286	2.564117	0.181818	47.95	47.95	0	0	0.083333	0.083333	0	0	0	1	1500	294.507498	86.245988	0	12
C10287	1873.084577	1	126.57	126.57	0	181.139378	0.25	0.25	0	0.083333	1	4	2100	483.557464	524.426392	0	12
C10288	32.124999	0.272727	380.89	380.89	0	0	0.083333	0.083333	0	0	0	1	5700	0		0	12
C10289	1473.495809	1	414	0	414	0	0.75	0	0.666667	0	0	9	10500	5863.94034	570.250342	0.5	12
C10290	1504.82705	1	2010	630	1380	1189.292764	1	0.166667	1	0.083333	1	14	8500	859.829946	479.831475	0	12
C10291	7645.108427	1	4693.15	4332.65	360.5	0	0.5	0.416667	0.333333	0	0	12	13500	4786.64868	1741.158024	0	12
C10292	1129.33758	1	498.96	0	498.96	72.259355	1	0	1	0.083333	1	12	1000	829.505486	1623.389428	0	12
C10293	668.956687	1	224.2	148.12	76.08	0	0.583333	0.083333	0.416667	0	0	9	9500	568.336995	272.270427	0	12
C10294	2302.184366	1	2856.57	922.84	1933.73	0	1	0.25	1	0	0	62	2500	2914.419813	2173.680619	0	12
C10295	272.711518	0.818182	0	0	0	682.156051	0	0	0	0.083333	2	0	3000	2755.877257	144.621645	0.181818	12
C10296	4246.430225	1	0	0	0	9270.408108	0	0	0	0.666667	16	0	7000	6010.525656	1793.262654	0.083333	12
C10297	2420.761135	1	0	0	0	567.233798	0	0	0	0.083333	2	0	3000	871.713321	609.206784	0	12
C10298	2935.324966	1	409.63	351.87	57.76	1876.241162	0.583333	0.583333	0.083333	0.25	4	12	5000	580.13865	1114.588285	0	12
C10299	83.148283	0.636364	843.34	843.34	0	0	0.5	0.5	0	0	0	17	6500	1024.267592	122.850835	0.5	12
C10300	5469.851311	1	0	0	0	512.792701	0	0	0	0.166667	3	0	6000	1362.966798	2019.027883	0	12
C10301	280.142117	1	2236.49	758.52	1477.97	0	1	1	0.666667	0	0	34	10000	1986.838064	233.614975	1	12
C10302	5790.930626	1	464.51	399.41	65.1	2516.727082	0.416667	0.25	0.166667	0.166667	6	10	6000	1515.594331	2092.915898	0	12
C10303	3605.714046	1	1779	1779	0	0	0.166667	0.166667	0	0	0	2	5000	856.05828	761.012234	0	12
C10304	3992.261885	1	0	0	0	348.834361	0	0	0	0.583333	9	0	4000	1057.678259	1229.820066	0	12
C10305	41.833264	1	456.36	0	456.36	0	1	0	0.916667	0	0	14	6000	370.996177	163.287618	0.333333	12
C10306	635.090434	0.818182	5758.71	2252.37	3506.34	0	0.75	0.25	0.75	0	0	48	2900	7943.57021	197.416104	1	12
C10307	1521.1681	1	245.98	245.98	0	2792.67597	0.166667	0.166667	0	0.25	3	2	6000	2261.523522	388.258009	0	12
C10308	5547.092593	1	0	0	0	3298.958165	0	0	0	0.083333	2	0	12000	1786.142816	1351.998523	0	12
C10309	2503.107213	1	733.9	733.9	0	0	1	1	0	0	0	13	3000	1620.193277	857.535876	0	12
C10310	191.450711	1	1641.07	1641.07	0	380.972341	0.666667	0.666667	0	0.083333	1	15	500	1583.918811	137.046292	0.636364	12
C10311	3621.70204	1	674.73	674.73	0	1684.957411	0.25	0.25	0	0.166667	8	12	4000	1139.058595	1403.477006	0	12
C10312	2762.479434	1	2702.47	1526.31	1176.16	0	1	0.25	1	0	0	27	11000	7596.768364	1013.086448	0.083333	12
C10313	4338.606862	1	0	0	0	1817.569093	0	0	0	0.083333	4	0	8000	8019.800702	964.118618	0	12
C10314	388.873921	0.727273	1579.15	1462.35	116.8	0	0.583333	0.5	0.25	0	0	15	2700	451.600059	199.955286	0	12
C10315	9261.310686	1	0	0	0	8603.045938	0	0	0	0.416667	10	0	11000	1933.413908	2576.552758	0	12
C10316	208.131845	1	2161.38	451.5	1709.88	0	1	0.166667	1	0	0	41	4500	2059.879468	165.05215	1	12
C10317	169.088238	1	1482.19	446.07	1036.12	0	1	0.583333	0.666667	0	0	26	6000	1289.570234	173.686552	0.666667	12
C10318	133.911556	1	1446.05	544.45	901.6	0	1	0.083333	1	0	0	16	3500	1364.121036	186.240772	0.833333	12
C10319	1613.34907	0.909091	0	0	0	1606.322681	0	0	0	0.181818	3	0	4500	312.433361	648.139459	0	11
C10320	566.908563	1	397.06	303.7	93.36	0	0.666667	0.166667	0.583333	0	0	12	2100	0		0	12
C10321	53.208422	1	498.17	459.02	39.15	0	0.916667	0.916667	0.083333	0	0	14	15000	611.606459	162.94308	0.909091	12
C10322	1329.967543	1	2009.12	1296.68	712.44	1763.794583	1	1	1	0.25	10	36	2500	2715.972095	956.330023	0	12
C10323	515.904786	1	5359.02	2399.78	2959.24	0	1	1	1	0	0	60	6000	0		0	12
C10324	927.041961	1	0	0	0	402.974164	0	0	0	0.333333	5	0	1000	719.974244	339.553093	0	12
C10325	1872.767651	1	0	0	0	3394.509419	0	0	0	0.166667	3	0	5500	1151.721386	627.015802	0	12
C10326	185.396312	1	0	0	0	842.456926	0	0	0	0.363636	7	0	1000	117.542764	137.6915	0	11
C10327	4823.822993	0.857143	0	0	0	6481.300951	0	0	0	0.142857	4	0	7000	863.62306	1148.631716	0	7
C10328	994.105777	1	126.2	126.2	0	0	0.833333	0.833333	0	0	0	10	1950	314.302968	417.290247	0	12
C10329	40.089221	1	225	0	225	0	1	0	1	0	0	12	1500	325.578502	286.122587	0.166667	12
C10330	0.478714	0.090909	734.97	159	575.97	0	0.833333	0.083333	0.75	0	0	16	6000	1159.135064		0	12
C10331	4732.37354	1	14.95	0	14.95	2173.356068	0.083333	0	0.083333	0.416667	11	1	5700	1289.284068	1172.289863	0	12
C10332	9206.811696	1	874.98	350	524.98	4653.693195	0.75	0.083333	0.666667	0.333333	9	16	12500	2055.100879	2199.077716	0	12
C10333	6719.376505	1	0	0	0	2443.262416	0	0	0	0.333333	7	0	7500	1493.089193	2488.976669	0	12
C10334	2233.074041	1	445.2	445.2	0	0	0.166667	0.166667	0	0	0	4	8000	1042.991769	579.587654	0	12
C10335	1867.649838	1	0	0	0	3264.573342	0	0	0	0.666667	9	0	4500	476.162309	401.970276	0	12
C10336	57.842746	1	689.34	0	689.34	0	1	0	1	0	0	24	1500	453.842413	148.28357	0.333333	12
C10337	4194.033835	0.727273	2006.87	420.6	1586.27	0	0.666667	0.083333	0.666667	0	0	26	21000	19714.09728	1479.309409	0.1	12
C10338	2459.862339	1	678	678	0	927.25167	1	1	0	0.25	4	12	2500	1926.31853	1933.173023	0	12
C10339	850.630114	1	0.05	0.05	0	1700.634586	0.083333	0.083333	0	0.333333	7	1	1000	1084.281127	367.409536	0	12
C10340	353.198215	1	3085.69	3032.97	52.72	0	1	1	0.083333	0	0	21	8500	2690.525687	192.66679	1	12
C10341	2669.160638	1	0	0	0	142.141325	0	0	0	0.166667	2	0	3000	642.777061	1122.076137	0	12
C10342	92.440743	0.909091	1080	1080	0	0	0.75	0.75	0	0	0	12	6000	1077.058667	169.005281	1	12
C10343	706.675991	1	2721.16	2417.41	303.75	0	1	0.5	1	0	0	32	6500	4952.900653	280.821958	0.083333	12
C10344	361.319366	1	3095.96	1383.56	1712.4	0	1	0.916667	0.833333	0	0	32	14000	4003.782858	197.186568	0.583333	12
C10345	2324.086254	0.909091	0	0	0	1600.758078	0	0	0	0.909091	13	0	2300	2147.890523	2077.873573	0	11
C10346	2922.487907	1	71.07	0	71.07	3595.158425	0.25	0	0.166667	0.166667	9	3	9500	9226.751112	797.250949	0	12
C10347	98.364739	0.181818	65	0	65	0	0.166667	0	0.166667	0	0	2	1200	718.794328	53.655347	0	12
C10348	498.208616	1	4786.61	4397.64	388.97	0	0.916667	0.833333	0.5	0	0	61	9000	3805.669705	163.459999	1	12
C10349	16.93339	0.454545	174.42	0	174.42	0	0.333333	0	0.25	0	0	5	2500	347.08638	149.301101	0.75	12
C10350	3355.631092	1	242.88	0	242.88	0	1	0	1	0	0	12	13500	6084.115091	890.639118	0.090909	12
C10351	907.982017	1	216.94	216.94	0	1011.997944	0.166667	0.166667	0	0.166667	5	3	3200	222.02316	300.210049	0	12
C10352	1132.386178	0.454545	2246.3	2246.3	0	14048.07181	0.333333	0.333333	0	0.416667	20	8	6000	32048.6122	406.790252	0.8	12
C10353	1254.6691	1	361.73	361.73	0	198.686744	0.166667	0.166667	0	0.083333	1	2	1500	535.606816	432.68808	0	12
C10354	80.336636	0.6	330	330	0	0	0.1	0.1	0	0	0	1	1800	345.330572	85.297166	0	10
C10355	260.838885	1	2854.11	1797.96	1056.15	0	1	0.833333	0.916667	0	0	51	9500	2437.332725	176.283228	1	12
C10356	17.356961	0.454545	390	90	300	0	0.5	0.083333	0.5	0	0	7	2000	302.454171	74.667401	0	12
C10357	1897.672025	1	422.18	422.18	0	0	1	1	0	0	0	12	5500	2961.632199	440.30634	0	12
C10358	1032.241153	1	1005.52	464.5	541.02	0	1	0.5	0.833333	0	0	33	3000	1866.265366	237.328382	0	12
C10359	3536.601227	1	2132.93	959.1	1173.83	5340.016172	1	0.333333	1	0.75	20	74	11000	8251.146946	834.025674	0	12
C10360	21.580264	0.909091	284.72	0	284.72	0	0.666667	0	0.666667	0	0	16	5000	344.161416	155.792859	0.8	12
C10361	4211.539631	1	0	0	0	455.581546	0	0	0	0.083333	1	0	10500	1288.287239	1164.178674	0	12
C10362	1732.715258	1	3244.16	2480.85	763.31	0	1	0.666667	0.5	0	0	29	11500	5674.185857	563.827502	0	12
C10364	8939.461145	1	2490.17	905.17	1585	5309.949725	0.5	0.166667	0.416667	0.5	11	8	9500	3957.017497	4951.58548	0	12
C10365	36.567901	0.090909	1098.31	1098.31	0	0	0.083333	0.083333	0	0	0	1	4800	0		0	12
C10366	41.754778	0.181818	636.15	636.15	0	0	0.166667	0.166667	0	0	0	5	8500	918.414211	57.150516	0.181818	12
C10367	1937.246177	1	3018.93	1702.62	1316.31	0	1	1	1	0	0	99	5000	3909.837604	444.12429	0.166667	12
C10368	99.955082	1	1222.97	202.97	1020	0	1	0.25	1	0	0	16	19500	1142.077891	185.657751	1	12
C10369	5135.604593	1	110.18	0	110.18	6551.99521	0.333333	0	0.333333	0.333333	17	4	6000	1716.998424	2463.472147	0	12
C10370	214.896542	0.636364	0	0	0	1192.015721	0	0	0	0.083333	1	0	3000	2298.902197	214.263752	0.2	12
C10371	1543.287931	1	0	0	0	36.481832	0	0	0	0.083333	1	0	1800	548.589391	529.340488	0	12
C10372	601.92037	1	983.77	603.77	380	0	0.666667	0.416667	0.25	0	0	15	2400	389.411161	219.465695	0	12
C10373	1261.05733	1	0	0	0	474.429843	0	0	0	0.25	3	0	1500	866.865018	354.381003	0	12
C10374	85.285023	0.75	423.24	287	136.24	0	0.625	0.375	0.375	0	0	9	11000	296.01675	134.448872	0	8
C10375	1903.688611	1	6079.5	4719.5	1360	10227.22894	0.916667	0.25	0.666667	0.25	22	31	7300	18552.39489	762.263884	0.416667	12
C10376	813.068705	1	439.38	439.38	0	727.658311	0.083333	0.083333	0	0.25	8	2	1200	237.996469	265.708814	0	12
C10377	1279.325142	1	1207.25	0	1207.25	0	1	0	1	0	0	59	1200	1282.705869	1300.596775	0	12
C10378	237.669312	1	259.13	259.13	0	0	0.083333	0.083333	0	0	0	1	2300	2680.635587	2503.374595	0.25	12
C10379	5747.761139	1	1627.69	0	1627.69	0	1	0	1	0	0	49	5500	2507.704747	7490.453967	0	12
C10380	7760.940543	1	0	0	0	3423.085934	0	0	0	0.5	10	0	8000	2845.010795	2459.741299	0	12
C10381	6388.108487	1	0	0	0	3768.696678	0	0	0	0.25	3	0	8000	10973.14532	2384.817152	0.083333	12
C10382	426.372628	1	5749.96	5439.96	310	0	1	1	0.25	0	0	50	12000	5711.540654	202.73209	0.833333	12
C10383	8806.866629	1	1490.94	0.02	1490.92	2813.063846	1	0.166667	1	0.166667	4	25	9000	2116.662516	3598.719728	0	12
C10384	282.934373	0.181818	0	0	0	2333.150712	0	0	0	0.083333	1	0	3000	0		0	12
C10385	1128.229387	1	5068.88	3529.88	1539	0	1	1	1	0	0	76	4500	3904.568067	373.931063	0.083333	12
C10386	2045.541408	1	1067.28	0	1067.28	0	1	0	1	0	0	30	2000	2021.775795	3073.416298	0	12
C10387	8.520292	0.545455	64.12	64.12	0	0	0.166667	0.166667	0	0	0	2	7000	176.600545	76.462301	0	12
C10388	11278.95243	1	6855.59	2762.92	4092.67	0	0.916667	0.75	0.833333	0	0	39	18500	4868.088671	2861.890896	0	12
C10389	143.443832	0.636364	1631	0	1631	0	0.583333	0	0.583333	0	0	7	2500	2550.799492	157.269321	1	12
C10390	241.223955	0.909091	180.91	180.91	0	0	0.166667	0.166667	0	0	0	6	1400	802.858576	220.455533	0	12
C10391	1528.571561	1	0	0	0	172.931118	0	0	0	0.166667	2	0	1600	353.582373	559.030296	0	12
C10392	12474.72954	1	136.88	0	136.88	515.147607	0.166667	0	0.166667	0.166667	2	2	14000	3519.008859	3430.627754	0	12
C10393	566.147105	1	0	0	0	187.572355	0	0	0	0.083333	1	0	2000	1177.661577	190.365154	0	12
C10395	1077.606225	0.727273	343.21	343.21	0	1609.900552	0.25	0.25	0	0.333333	8	4	1500	930.328071	3245.693485	0	12
C10396	1.838084	0.272727	16.5	16.5	0	0	0.083333	0.083333	0	0	0	1	6000	57.595083	67.1925	0	12
C10397	507.144348	1	5708.18	4584.78	1123.4	0	1	0.75	0.75	0	0	47	4000	5589.952268	232.131169	1	12
C10398	816.82453	0.3	42.3	42.3	0	3967.709973	0.1	0.1	0	0.2	5	1	6000	361.853722	645.320421	0	10
C10399	1526.506915	1	46.67	46.67	0	0	0.083333	0.083333	0	0	0	1	1800	338.413344	642.547142	0	12
C10400	7957.017218	1	0	0	0	4909.937494	0	0	0	0.25	4	0	9000	677.144841	27631.45072	0	12
C10402	79.189929	1	699.12	0	699.12	0	1	0	1	0	0	24	2500	697.977603	183.858351	0.583333	12
C10403	497.908027	1	245.39	0	245.39	0	0.583333	0	0.5	0	0	7	4000	328.796655	165.308304	0	12
C10404	681.95925	1	98	98	0	0	0.166667	0.166667	0	0	0	2	4000	192.369983	221.375942	0	12
C10405	1535.248256	1	857.36	857.36	0	0	1	1	0	0	0	13	6550	3239.629759	411.871046	0.083333	12
C10406	1508.513765	0.818182	2747.12	1247.12	1500	246.046033	0.25	0.083333	0.166667	0.083333	1	4	5000	4730.374245	481.558276	0.1	12
C10407	11209.37076	1	11147.33	1137.4	10009.93	2728.576925	1	0.25	1	0.166667	8	126	11000	7932.77402	17494.90735	0	12
C10408	201.3504	1	600	0	600	0	0.5	0	0.416667	0	0	6	1000	249.066308	184.776562	0	12
C10409	2502.264409	1	0	0	0	2368.872642	0	0	0	0.083333	2	0	10000	541.308981	724.956358	0	12
C10410	4543.789386	1	255.12	5	250.12	0	0.666667	0.25	0.5	0	0	11	8500	1703.332126	1121.510137	0	12
C10411	918.342234	1	1221.53	1180	41.53	1078.788118	0.333333	0.166667	0.166667	0.166667	7	2	1200	1421.035206	106.039362	0.25	6
C10412	5066.744231	1	0	0	0	1974.503664	0	0	0	0.25	6	0	13000	1336.016317	1606.963379	0	12
C10413	2259.431829	1	780.64	199.65	580.99	1227.555485	1	0.166667	0.833333	0.333333	6	22	3500	663.553502	483.836254	0	12
C10414	437.789873	1	1532.1	223	1309.1	0	0.75	0.166667	0.666667	0	0	14	5000	1834.368953	212.770698	0	12
C10415	2025.162877	1	778.33	0	778.33	0	0.916667	0	0.916667	0	0	28	2000	1411.329676	1430.50774	0	12
C10416	3770.560441	0.875	964.06	260	704.06	5140.287889	0.875	0.125	0.75	0.625	24	8	6000	565.71913	1241.283569	0	8
C10417	140.730723	1	1667.13	1063.14	603.99	0	1	0.916667	0.833333	0	0	38	13000	1669.260634	208.701639	0.25	12
C10419	5523.999416	1	0	0	0	4087.167822	0	0	0	0.25	4	0	8000	0		0	12
C10420	3298.692478	1	1088.83	518.39	570.44	0	0.416667	0.083333	0.333333	0	0	6	9000	6862.520735	994.384835	0	12
C10421	150.699542	0.363636	648.64	330	318.64	0	0.333333	0.083333	0.25	0	0	5	2500	0		0	12
C10422	1874.843394	1	0	0	0	120.178123	0	0	0	0.083333	1	0	2100	444.783009	671.420908	0	12
C10423	3024.629054	1	0	0	0	2171.139178	0	0	0	0.333333	10	0	4500	4226.578611	691.692633	0	12
C10424	154.641707	0.363636	1897.92	97.92	1800	0	0.25	0.166667	0.166667	0	0	5	13500	5563.437084	248.700571	1	12
C10425	1322.057239	1	0	0	0	76.260896	0	0	0	0.090909	1	0	6200	802.038512	291.307669	0	11
C10426	62.287137	1	1263.29	279.99	983.3	0	1	1	0.583333	0	0	25	9500	1356.425369	179.894243	0.4	12
C10427	16.581535	0.125	200	0	200	0	0.125	0	0.125	0	0	2	1200	0		0	8
C10428	4664.023286	1	340	340	0	3510.115735	0.083333	0.083333	0	0.25	8	1	6000	2162.141639	2009.821743	0	12
C10429	318.03434	1	1277.58	0	1277.58	0	1	0	1	0	0	20	7000	552.734714	173.336309	0	12
C10430	681.615445	1	4117.24	290	3827.24	0	1	0.166667	1	0	0	229	6000	4561.589382	199.730537	0	12
C10431	9335.31417	1	226.23	226.23	0	0	0.166667	0.166667	0	0	0	5	15000	1885.239981	4980.192685	0	12
C10432	6404.955912	1	3970.8	2267	1703.8	0	1	0.583333	0.916667	0	0	64	7500	3879.252512	1868.983718	0	12
C10433	133.405494	0.545455	1346.9	1028	318.9	0	0.583333	0.083333	0.416667	0	0	14	8000	1369.437449	98.678839	0.333333	12
C10434	1403.597712	1	1050.83	67.9	982.93	4083.515108	1	0.083333	1	0.25	4	24	5000	4673.520993	982.544984	0	12
C10435	469.878834	1	1364.99	64.99	1300	284.754535	0.5	0.083333	0.416667	0.166667	2	7	2000	1849.10398	263.163209	0.2	12
C10436	1452.437463	1	0	0	0	114.918715	0	0	0	0.25	3	0	1500	331.670616	479.771774	0	12
C10437	3737.175713	1	0	0	0	3017.170336	0	0	0	0.166667	4	0	4500	0		0	12
C10438	6032.740391	1	7553.48	2643.53	4909.95	0	0.916667	0.75	1	0	0	85	13500	5377.338091	1365.123434	0	12
C10439	1692.755487	0.909091	570.16	0	570.16	2817.05225	0.833333	0	0.833333	0.333333	7	20	9000	6124.31525	362.970189	0	12
C10441	3534.253718	1	566.28	431.01	135.27	3888.756412	0.5	0.333333	0.333333	0.083333	2	17	4000	1298.823687	858.977427	0	12
C10442	654.574445	1	0	0	0	2819.60583	0	0	0	0.083333	3	0	8000	422.878799	269.178995	0	12
C10443	1648.721384	1	0	0	0	39.646806	0	0	0	0.090909	2	0	1800	357.836436	631.106468	0	11
C10444	6822.877573	1	137.34	137.34	0	4815.112874	0.083333	0.083333	0	0.666667	16	1	10000	1874.954894	1716.092764	0	12
C10445	8647.057641	1	0	0	0	5105.254316	0	0	0	0.416667	14	0	10000	2052.533488	1886.223361	0	12
C10446	5055.582822	1	0	0	0	3435.737817	0	0	0	0.090909	1	0	9000	6918.272206	1035.039239	0	11
C10447	4245.550244	1	332.82	0	332.82	6649.712062	1	0	1	0.666667	24	25	5000	5810.994681	1284.011712	0	12
C10448	541.915572	0.636364	1377.72	1377.72	0	0	0.25	0.25	0	0	0	5	2500	182.177646	200.759856	0	12
C10449	4855.340797	1	0	0	0	1886.470361	0	0	0	0.083333	2	0	6000	2996.735376	1855.766226	0	12
C10450	981.643409	0.818182	0	0	0	1462.32354	0	0	0	0.083333	2	0	1500	2008.971745	277.582819	0.125	12
C10451	7057.658848	1	360.7	360.7	0	6517.541812	0.083333	0.083333	0	0.333333	15	2	8000	5147.693822	2610.053885	0	12
C10452	4264.307261	1	222.64	0	222.64	249.298208	0.916667	0	0.833333	0.25	3	11	4500	1017.241855	1225.908506	0	12
C10453	4503.390811	1	1634.74	1376	258.74	94.837161	1	0.333333	1	0.083333	1	38	13000	1094.345336	1194.234398	0	12
C10454	969.294446	1	0	0	0	340.249539	0	0	0	0.083333	1	0	1200	591.853821	204.676682	0	12
C10455	4479.115547	1	759.15	759.15	0	2493.111705	1	1	0	0.25	6	12	6000	994.500495	1384.111493	0	12
C10456	37.753941	0.363636	243.36	243.36	0	0	0.083333	0.083333	0	0	0	2	1800	546.417272	134.985783	0.25	12
C10457	7386.704481	0.9	0	0	0	10713.8746	0	0	0	0.4	14	0	10500	7566.577763	1943.431564	0.1	10
C10458	1265.805627	0.818182	0	0	0	2820.528417	0	0	0	0.25	3	0	2500	1370.235544	373.893161	0	12
C10459	598.78776	1	519	0	519	0	0.818182	0	0.636364	0	0	9	4500	621.255763	210.248259	0	11
